,date,totalSnow,snowDays,baseDepth,summitDepth,maxBaseDepth,biggestSnowfall,time_period,title,region,slug
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Bear Mountain,california,bear-mountain
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Bear Mountain,california,bear-mountain
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Bear Mountain,california,bear-mountain
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Bear Mountain,california,bear-mountain
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Bear Mountain,california,bear-mountain
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Bear Mountain,california,bear-mountain
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Bear Mountain,california,bear-mountain
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Bear Mountain,california,bear-mountain
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Bear Mountain,california,bear-mountain
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Bear Mountain,california,bear-mountain
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Bear Mountain,california,bear-mountain
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Bear Valley,california,bear-valley
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Bear Valley,california,bear-valley
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Bear Valley,california,bear-valley
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Bear Valley,california,bear-valley
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Bear Valley,california,bear-valley
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Bear Valley,california,bear-valley
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Bear Valley,california,bear-valley
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Bear Valley,california,bear-valley
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Bear Valley,california,bear-valley
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Bear Valley,california,bear-valley
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Bear Valley,california,bear-valley
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Boreal Mountain Resort,california,boreal
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Boreal Mountain Resort,california,boreal
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Boreal Mountain Resort,california,boreal
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Boreal Mountain Resort,california,boreal
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Boreal Mountain Resort,california,boreal
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Boreal Mountain Resort,california,boreal
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Boreal Mountain Resort,california,boreal
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Boreal Mountain Resort,california,boreal
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Boreal Mountain Resort,california,boreal
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Boreal Mountain Resort,california,boreal
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Boreal Mountain Resort,california,boreal
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Dodge Ridge,california,dodge-ridge
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Dodge Ridge,california,dodge-ridge
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Dodge Ridge,california,dodge-ridge
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Dodge Ridge,california,dodge-ridge
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Dodge Ridge,california,dodge-ridge
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Dodge Ridge,california,dodge-ridge
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Dodge Ridge,california,dodge-ridge
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Dodge Ridge,california,dodge-ridge
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Dodge Ridge,california,dodge-ridge
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Dodge Ridge,california,dodge-ridge
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Dodge Ridge,california,dodge-ridge
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Donner Ski Ranch,california,donner-ski-ranch
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Donner Ski Ranch,california,donner-ski-ranch
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Donner Ski Ranch,california,donner-ski-ranch
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Donner Ski Ranch,california,donner-ski-ranch
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Donner Ski Ranch,california,donner-ski-ranch
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Donner Ski Ranch,california,donner-ski-ranch
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Donner Ski Ranch,california,donner-ski-ranch
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Donner Ski Ranch,california,donner-ski-ranch
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Donner Ski Ranch,california,donner-ski-ranch
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Donner Ski Ranch,california,donner-ski-ranch
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Donner Ski Ranch,california,donner-ski-ranch
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Heavenly,california,heavenly-mountain-resort
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Heavenly,california,heavenly-mountain-resort
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Heavenly,california,heavenly-mountain-resort
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Heavenly,california,heavenly-mountain-resort
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Heavenly,california,heavenly-mountain-resort
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Heavenly,california,heavenly-mountain-resort
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Heavenly,california,heavenly-mountain-resort
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Heavenly,california,heavenly-mountain-resort
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Heavenly,california,heavenly-mountain-resort
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Heavenly,california,heavenly-mountain-resort
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Heavenly,california,heavenly-mountain-resort
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Kirkwood,california,kirkwood
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Kirkwood,california,kirkwood
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Kirkwood,california,kirkwood
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Kirkwood,california,kirkwood
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Kirkwood,california,kirkwood
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Kirkwood,california,kirkwood
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Kirkwood,california,kirkwood
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Kirkwood,california,kirkwood
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Kirkwood,california,kirkwood
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Kirkwood,california,kirkwood
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Kirkwood,california,kirkwood
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Mammoth Mountain,california,mammoth-mountain-ski-area
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Mountain High,california,mountain-high
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Mountain High,california,mountain-high
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Mountain High,california,mountain-high
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Mountain High,california,mountain-high
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Mountain High,california,mountain-high
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Mountain High,california,mountain-high
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Mountain High,california,mountain-high
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Mountain High,california,mountain-high
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Mountain High,california,mountain-high
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Mountain High,california,mountain-high
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Mountain High,california,mountain-high
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Mt. Shasta Ski Park,california,mount-shasta-board-ski-park
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Northstar California,california,northstar-california
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Northstar California,california,northstar-california
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Northstar California,california,northstar-california
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Northstar California,california,northstar-california
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Northstar California,california,northstar-california
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Northstar California,california,northstar-california
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Northstar California,california,northstar-california
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Northstar California,california,northstar-california
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Northstar California,california,northstar-california
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Northstar California,california,northstar-california
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Northstar California,california,northstar-california
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Palisades Tahoe,california,squaw-valley-usa
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Palisades Tahoe,california,squaw-valley-usa
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Palisades Tahoe,california,squaw-valley-usa
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Palisades Tahoe,california,squaw-valley-usa
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Palisades Tahoe,california,squaw-valley-usa
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Palisades Tahoe,california,squaw-valley-usa
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Palisades Tahoe,california,squaw-valley-usa
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Palisades Tahoe,california,squaw-valley-usa
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Palisades Tahoe,california,squaw-valley-usa
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Palisades Tahoe,california,squaw-valley-usa
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Palisades Tahoe,california,squaw-valley-usa
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Sierra-at-Tahoe,california,sierra-at-tahoe
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Ski China Peak,california,ski-china-peak
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Ski China Peak,california,ski-china-peak
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Ski China Peak,california,ski-china-peak
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Ski China Peak,california,ski-china-peak
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Ski China Peak,california,ski-china-peak
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Ski China Peak,california,ski-china-peak
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Ski China Peak,california,ski-china-peak
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Ski China Peak,california,ski-china-peak
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Ski China Peak,california,ski-china-peak
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Ski China Peak,california,ski-china-peak
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Ski China Peak,california,ski-china-peak
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Snow Summit,california,snow-summit
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Snow Summit,california,snow-summit
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Snow Summit,california,snow-summit
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Snow Summit,california,snow-summit
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Snow Summit,california,snow-summit
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Snow Summit,california,snow-summit
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Snow Summit,california,snow-summit
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Snow Summit,california,snow-summit
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Snow Summit,california,snow-summit
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Snow Summit,california,snow-summit
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Snow Summit,california,snow-summit
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Snow Valley,california,snow-valley
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Snow Valley,california,snow-valley
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Snow Valley,california,snow-valley
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Snow Valley,california,snow-valley
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Snow Valley,california,snow-valley
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Snow Valley,california,snow-valley
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Snow Valley,california,snow-valley
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Snow Valley,california,snow-valley
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Snow Valley,california,snow-valley
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Snow Valley,california,snow-valley
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Snow Valley,california,snow-valley
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Soda Springs,california,soda-springs
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Soda Springs,california,soda-springs
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Soda Springs,california,soda-springs
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Soda Springs,california,soda-springs
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Soda Springs,california,soda-springs
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Soda Springs,california,soda-springs
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Soda Springs,california,soda-springs
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Soda Springs,california,soda-springs
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Soda Springs,california,soda-springs
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Soda Springs,california,soda-springs
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Soda Springs,california,soda-springs
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
