,date,totalSnow,snowDays,baseDepth,summitDepth,maxBaseDepth,biggestSnowfall,time_period,title,region,slug
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Sugar Bowl Resort,california,sugar-bowl-resort
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Tahoe Donner,california,tahoe-donner
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Tahoe Donner,california,tahoe-donner
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Tahoe Donner,california,tahoe-donner
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Tahoe Donner,california,tahoe-donner
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Tahoe Donner,california,tahoe-donner
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Tahoe Donner,california,tahoe-donner
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Tahoe Donner,california,tahoe-donner
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Tahoe Donner,california,tahoe-donner
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Tahoe Donner,california,tahoe-donner
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Tahoe Donner,california,tahoe-donner
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Tahoe Donner,california,tahoe-donner
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Arapahoe Basin Ski Area,colorado,arapahoe-basin-ski-area
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Aspen Snowmass,colorado,aspen-snowmass
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Aspen Snowmass,colorado,aspen-snowmass
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Aspen Snowmass,colorado,aspen-snowmass
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Aspen Snowmass,colorado,aspen-snowmass
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Aspen Snowmass,colorado,aspen-snowmass
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Aspen Snowmass,colorado,aspen-snowmass
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Aspen Snowmass,colorado,aspen-snowmass
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Aspen Snowmass,colorado,aspen-snowmass
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Aspen Snowmass,colorado,aspen-snowmass
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Aspen Snowmass,colorado,aspen-snowmass
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Aspen Snowmass,colorado,aspen-snowmass
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Beaver Creek,colorado,beaver-creek
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Beaver Creek,colorado,beaver-creek
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Beaver Creek,colorado,beaver-creek
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Beaver Creek,colorado,beaver-creek
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Beaver Creek,colorado,beaver-creek
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Beaver Creek,colorado,beaver-creek
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Beaver Creek,colorado,beaver-creek
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Beaver Creek,colorado,beaver-creek
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Beaver Creek,colorado,beaver-creek
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Beaver Creek,colorado,beaver-creek
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Beaver Creek,colorado,beaver-creek
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Breckenridge,colorado,breckenridge
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Breckenridge,colorado,breckenridge
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Breckenridge,colorado,breckenridge
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Breckenridge,colorado,breckenridge
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Breckenridge,colorado,breckenridge
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Breckenridge,colorado,breckenridge
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Breckenridge,colorado,breckenridge
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Breckenridge,colorado,breckenridge
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Breckenridge,colorado,breckenridge
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Breckenridge,colorado,breckenridge
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Breckenridge,colorado,breckenridge
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Cooper,colorado,ski-cooper
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Cooper,colorado,ski-cooper
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Cooper,colorado,ski-cooper
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Cooper,colorado,ski-cooper
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Cooper,colorado,ski-cooper
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Cooper,colorado,ski-cooper
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Cooper,colorado,ski-cooper
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Cooper,colorado,ski-cooper
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Cooper,colorado,ski-cooper
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Cooper,colorado,ski-cooper
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Cooper,colorado,ski-cooper
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Copper Mountain,colorado,copper-mountain-resort
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Copper Mountain,colorado,copper-mountain-resort
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Copper Mountain,colorado,copper-mountain-resort
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Copper Mountain,colorado,copper-mountain-resort
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Copper Mountain,colorado,copper-mountain-resort
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Copper Mountain,colorado,copper-mountain-resort
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Copper Mountain,colorado,copper-mountain-resort
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Copper Mountain,colorado,copper-mountain-resort
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Copper Mountain,colorado,copper-mountain-resort
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Copper Mountain,colorado,copper-mountain-resort
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Copper Mountain,colorado,copper-mountain-resort
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Echo Mountain,colorado,echo-mountain
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Echo Mountain,colorado,echo-mountain
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Echo Mountain,colorado,echo-mountain
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Echo Mountain,colorado,echo-mountain
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Echo Mountain,colorado,echo-mountain
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Echo Mountain,colorado,echo-mountain
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Echo Mountain,colorado,echo-mountain
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Echo Mountain,colorado,echo-mountain
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Echo Mountain,colorado,echo-mountain
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Echo Mountain,colorado,echo-mountain
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Echo Mountain,colorado,echo-mountain
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Eldora Mountain Resort,colorado,eldora-mountain-resort
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Keystone,colorado,keystone
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Keystone,colorado,keystone
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Keystone,colorado,keystone
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Keystone,colorado,keystone
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Keystone,colorado,keystone
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Keystone,colorado,keystone
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Keystone,colorado,keystone
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Keystone,colorado,keystone
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Keystone,colorado,keystone
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Keystone,colorado,keystone
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Keystone,colorado,keystone
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Loveland,colorado,loveland
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Loveland,colorado,loveland
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Loveland,colorado,loveland
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Loveland,colorado,loveland
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Loveland,colorado,loveland
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Loveland,colorado,loveland
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Loveland,colorado,loveland
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Loveland,colorado,loveland
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Loveland,colorado,loveland
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Loveland,colorado,loveland
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Loveland,colorado,loveland
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Monarch Mountain,colorado,monarch-mountain
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Monarch Mountain,colorado,monarch-mountain
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Monarch Mountain,colorado,monarch-mountain
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Monarch Mountain,colorado,monarch-mountain
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Monarch Mountain,colorado,monarch-mountain
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Monarch Mountain,colorado,monarch-mountain
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Monarch Mountain,colorado,monarch-mountain
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Monarch Mountain,colorado,monarch-mountain
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Monarch Mountain,colorado,monarch-mountain
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Monarch Mountain,colorado,monarch-mountain
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Monarch Mountain,colorado,monarch-mountain
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Purgatory,colorado,durango-mountain-resort
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Purgatory,colorado,durango-mountain-resort
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Purgatory,colorado,durango-mountain-resort
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Purgatory,colorado,durango-mountain-resort
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Purgatory,colorado,durango-mountain-resort
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Purgatory,colorado,durango-mountain-resort
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Purgatory,colorado,durango-mountain-resort
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Purgatory,colorado,durango-mountain-resort
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Purgatory,colorado,durango-mountain-resort
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Purgatory,colorado,durango-mountain-resort
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Purgatory,colorado,durango-mountain-resort
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Silverton Mountain,colorado,silverton-mountain
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Silverton Mountain,colorado,silverton-mountain
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Silverton Mountain,colorado,silverton-mountain
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Silverton Mountain,colorado,silverton-mountain
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Silverton Mountain,colorado,silverton-mountain
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Silverton Mountain,colorado,silverton-mountain
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Silverton Mountain,colorado,silverton-mountain
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Silverton Mountain,colorado,silverton-mountain
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Silverton Mountain,colorado,silverton-mountain
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Silverton Mountain,colorado,silverton-mountain
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Silverton Mountain,colorado,silverton-mountain
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Steamboat,colorado,steamboat
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Steamboat,colorado,steamboat
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Steamboat,colorado,steamboat
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Steamboat,colorado,steamboat
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Steamboat,colorado,steamboat
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Steamboat,colorado,steamboat
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Steamboat,colorado,steamboat
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Steamboat,colorado,steamboat
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Steamboat,colorado,steamboat
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Steamboat,colorado,steamboat
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Steamboat,colorado,steamboat
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Vail,colorado,vail
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Vail,colorado,vail
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Vail,colorado,vail
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Vail,colorado,vail
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Vail,colorado,vail
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Vail,colorado,vail
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Vail,colorado,vail
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Vail,colorado,vail
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Vail,colorado,vail
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Vail,colorado,vail
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Vail,colorado,vail
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Winter Park,colorado,winter-park-resort
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Winter Park,colorado,winter-park-resort
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Winter Park,colorado,winter-park-resort
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Winter Park,colorado,winter-park-resort
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Winter Park,colorado,winter-park-resort
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Winter Park,colorado,winter-park-resort
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Winter Park,colorado,winter-park-resort
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Winter Park,colorado,winter-park-resort
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Winter Park,colorado,winter-park-resort
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Winter Park,colorado,winter-park-resort
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Winter Park,colorado,winter-park-resort
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Alta Ski Area,utah,alta-ski-area
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Alta Ski Area,utah,alta-ski-area
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Alta Ski Area,utah,alta-ski-area
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Alta Ski Area,utah,alta-ski-area
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Alta Ski Area,utah,alta-ski-area
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Alta Ski Area,utah,alta-ski-area
6,2018-01-01,337.82,19,55.720775,80.48574434623349,111.76,45.72,Annual,Alta Ski Area,utah,alta-ski-area
7,2019-01-01,200.66000000000003,13,50.370425,59.53401086956522,101.6,45.72,Annual,Alta Ski Area,utah,alta-ski-area
8,2020-01-01,279.4,15,59.5220125,77.89745063365754,116.84,71.12,Annual,Alta Ski Area,utah,alta-ski-area
9,2021-01-01,223.52,13,47.0986875,66.14754032258065,147.32,33.02,Annual,Alta Ski Area,utah,alta-ski-area
10,2022-01-01,579.12,25,122.34926666666667,163.01054018165743,254.0,76.2,Annual,Alta Ski Area,utah,alta-ski-area
0,2012-01-01,259.08000000000004,16,36.04665,55.573473502304154,91.44,45.72,Annual,Brian Head Resort,utah,brian-head-resort
1,2013-01-01,96.52,8,15.859637500000002,33.124614055299546,30.48,25.4,Annual,Brian Head Resort,utah,brian-head-resort
2,2014-01-01,129.54,10,17.3450375,35.654074074074074,45.72,27.94,Annual,Brian Head Resort,utah,brian-head-resort
3,2015-01-01,205.74,16,41.37285,61.25441500256018,101.6,45.72,Annual,Brian Head Resort,utah,brian-head-resort
4,2016-01-01,441.96,19,47.78165,65.21911207311209,116.84,60.96,Annual,Brian Head Resort,utah,brian-head-resort
5,2017-01-01,91.44,10,36.604675,50.856653076463566,91.44,20.32,Annual,Brian Head Resort,utah,brian-head-resort
